Incident Number,Incident Date,Field Unit,Protected Heritage Area,Incident Type,Species Common Name,Sum of Number of Animals,Animal Health Status,Cause of Animal Health Status,Animal Behaviour,Reason for Animal Behaviour,Animal Attractant,Deterrents Used,Animal Response to Deterrents
BAN2016-1268,2016-08-31,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Avoidance,Habituation,,Noise - Voice,
CBH2016-0054,2016-08-31,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Human Wildlife Interaction,Moose,1,Healthy,,Physical or Aggressive Display,,,,
GLA2016-0443,2016-08-31,Mount Revelstoke and Glacier Field Unit,Glacier National Park of Canada,Rescued/Recovered/Found Wildlife,Porcupine,1,Dead,Collision,,,,,
JNP2016-1148,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,2,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1364,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Least Chipmunk,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1366,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,3,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1367,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Unknown bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1368,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1369,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,Habituation,"Fruit tree, shrub or garden",,
JNP2016-1370,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,2,Healthy,,Indifferent to People/Vehicles,Habituation,,,
JNP2016-1371,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,Habituation,,,
JNP2016-1373,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Management Intervention,Grizzly Bear,1,,,,,,,
JNP2016-1374,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,2,Healthy,,Indifferent to People/Vehicles,Habituation,,,
JNP2016-1375,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Canada Goose,1,Injured,Unknown,,,,,
JNP2016-1376,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1377,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,5,Healthy,,Indifferent to People/Vehicles,Habituation,,,
JNP2016-1378,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1379,2016-08-31,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,5,Healthy,,Indifferent to People/Vehicles,Habituation,,,
KLU2016-0036,2016-08-31,Yukon Field Unit,Kluane National Park and Reserve of Canada,Human Wildlife Interaction,Dall's sheep,50,Healthy,,,,Road salt,,
KOONP2016-0125,2016-08-31,"Lake Louise, Yoho and Kootenay Field Unit",Kootenay National Park of Canada,Human Wildlife Interaction,Bighorn Sheep,4,,,Indifferent to People/Vehicles,Habituation,Road salt,Presence of Officer/Person,
LL2016-0568,2016-08-31,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,,,Indifferent to People/Vehicles,Habituation,Berries (natural),,
MRGNP2016-0443,2016-08-31,Mount Revelstoke and Glacier Field Unit,Mount Revelstoke National Park of Canada,Human Wildlife Interaction,Black Bear,2,Healthy,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),,
PRN2016-0243,2016-08-31,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Human Wildlife Interaction,Black Bear,1,,,Curious Approach,Food Conditioned,Human food,Noise - Voice,
PRN2016-0256,2016-08-31,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Human Wildlife Interaction,Black Bear,1,,,Curious Approach,Food Conditioned,,Noise - Horn,
WB2016-0036,2016-08-31,Southwest Northwest Territories Field Unit,Wood Buffalo National Park of Canada,Rescued/Recovered/Found Wildlife,Black Bear,1,Healthy,Not Applicable,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Noise - Banger or Screamer,
WL2016-0365,2016-08-31,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Wild Turkey,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
WL2016-0366,2016-08-31,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
WL2016-0376,2016-08-31,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Black Bear,2,Healthy,,,,Berries (natural),,
WL2016-0377,2016-08-31,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Black Bear,2,Healthy,,Presence - Wildlife Exclusion Zones,,Berries (natural),,
WL2016-0378,2016-08-31,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,Non-impact - Chalkball,
BAN2016-1269,2016-09-01,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Wolf,1,Not Located,,,Habituation,,,
BAN2016-1270,2016-09-01,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,European rabbit,2,Not Located,,,,,,
BAN2016-1271,2016-09-01,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Black Bear,3,Healthy,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),,
GBI2016-00104,2016-09-01,Eastern and Central Ontario Field Unit,Georgian Bay Islands National Park of Canada,Human Wildlife Interaction,Massasauga,1,,,Presence - Wildlife Exclusion Zones,,,,
GLA2016-0444,2016-09-01,Mount Revelstoke and Glacier Field Unit,Glacier National Park of Canada,Rescued/Recovered/Found Wildlife,Porcupine,1,Dead,Collision,,,,,
JNP2016-1382,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1383,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1384,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1385,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,2,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1387,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,3,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1388,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,2,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1389,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1390,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1391,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1392,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1393,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Contact-Property,Defence of Mate,,,
JNP2016-1394,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,1,Dead,Collision,,,,Lethal Round - Shotgun,
JNP2016-1395,2016-09-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
LL2016-0569,2016-09-01,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Grizzly Bear,2,,,Physical or Aggressive Display,Stress,,Bear Spray,
LL2016-0570,2016-09-01,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Management Intervention,Grizzly Bear,2,,,,,Berries (natural),,
LL2016-0571,2016-09-01,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Management Intervention,Grizzly Bear,2,,,,,Berries (natural),,
MRGNP2016-0444,2016-09-01,Mount Revelstoke and Glacier Field Unit,Mount Revelstoke National Park of Canada,Management Intervention,None,0,,,,,,,
PRN2016-0244,2016-09-01,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Harassment,Black Bear,2,,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Noise - Voice,
PRN2016-0245,2016-09-01,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Wildlife Sighting,Black Bear,2,,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Noise - Clapping,
PRN2016-0254,2016-09-01,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Human Wildlife Interaction,Black Bear,1,,,Presence - Wildlife Exclusion Zones,Stress,Human food,Unknown,
BAN2016-1272,2016-09-02,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Wolf,2,Not Located,,Vocalization,,,,
BAN2016-1273,2016-09-02,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Unknown,
GBI2016-00105,2016-09-02,Eastern and Central Ontario Field Unit,Georgian Bay Islands National Park of Canada,Human Wildlife Interaction,Massasauga,1,,,Presence - Wildlife Exclusion Zones,,,,
GLA2016-00036,2016-09-02,Mount Revelstoke and Glacier Field Unit,Glacier National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Unknown,,,,
GRA2016-0124,2016-09-02,Saskatchewan South Field Unit,Grasslands National Park of Canada,Rescued/Recovered/Found Wildlife,Black-tailed prairie dog,1,Dead,Collision,Not Applicable,Not applicable,Not applicable,Not Applicable,
JNP2016-1396,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,2,Healthy,,Presence - Wildlife Exclusion Zones,,Vegetation (natural),,
JNP2016-1397,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1398,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,2,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1399,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Management Intervention,Grizzly Bear,1,Healthy,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),,
JNP2016-1401,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Unknown bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1402,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,3,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1403,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Harassment,Elk,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1405,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1406,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1407,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Physical or Aggressive Display,Defence of Mate,,,
JNP2016-1408,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1409,2016-09-02,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
LL2016-0572,2016-09-02,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Wildlife Sighting,Grizzly Bear,1,,,Presence - Wildlife Exclusion Zones,Habituation,Berries (natural),,
LL2016-0573,2016-09-02,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Raven,1,Healthy,Entangle-Entrapment,Avoidance,Stress,,,
LL2016-0574,2016-09-02,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Wildlife Sighting,Grizzly Bear,1,,,Presence - Wildlife Exclusion Zones,Habituation,Berries (natural),,
LL2016-0575,2016-09-02,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,,,Indifferent to People/Vehicles,Habituation,Grain,,
PRN2016-0247,2016-09-02,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Rescued/Recovered/Found Wildlife,Harbour seal,1,Dead,Unknown,,,,,
PRN2016-0248,2016-09-02,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Harassment,Black Bear,1,,,Bluff Charge,Defence of Space,Vegetation (natural),Noise - Horn,
TNP2016-0045,2016-09-02,Newfoundland East Field Unit,Terra Nova National Park of Canada,Rescued/Recovered/Found Wildlife,Moose,1,Injured,Collision,,,,,
WL2016-0371,2016-09-02,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Black Bear,2,Healthy,,,,,,
BAN2016-1274,2016-09-03,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Healthy,,Indifferent to People/Vehicles,,Vegetation (natural),,
BAN2016-1275,2016-09-03,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,10,Healthy,,Indifferent to People/Vehicles,,Vegetation (natural),Unknown,
BAN2016-1305,2016-09-03,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Wolf,1,Healthy,,Indifferent to People/Vehicles,Habituation,,,
EI2016-0179,2016-09-03,Northern Prairies Field Unit,Elk Island National Park of Canada,Rescued/Recovered/Found Wildlife,Wood Bison,1,Dead,Entangle-Entrapment,,,,,
EI2016-0180,2016-09-03,Northern Prairies Field Unit,Elk Island National Park of Canada,Rescued/Recovered/Found Wildlife,Unknown bird,5,Not Located,,,,,,
FNP2016-0025,2016-09-03,New Brunswick South Field Unit,Fundy National Park of Canada,Rescued/Recovered/Found Wildlife,Snowshoe Hare,1,Dead,Collision,Not Applicable,Not applicable,Not applicable,Not Applicable,
FOR2016-0023,2016-09-03,Gaspesie Field Unit,Forillon National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Indifferent to People/Vehicles,Habituation,,,
GRA2016-0125,2016-09-03,Saskatchewan South Field Unit,Grasslands National Park of Canada,Human Wildlife Interaction,Domestic Dog,1,Healthy,,Not Applicable,Not applicable,Not applicable,Not Applicable,
JNP2016-1411,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1413,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1414,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1415,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Unknown bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1418,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1419,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,3,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1420,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,3,Healthy,,Presence - Wildlife Exclusion Zones,,,,
JNP2016-1421,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2016-1424,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Canada Goose,1,Not Located,Unknown,,,,,
JNP2016-1427,2016-09-03,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Healthy,,Presence - Wildlife Exclusion Zones,,,,
LL2016-0576,2016-09-03,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Wildlife Sighting,Grizzly Bear,1,,,Presence - Wildlife Exclusion Zones,Habituation,Berries (natural),,
PRN2016-00014,2016-09-03,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Human Wildlife Interaction,Black Bear,1,,,Curious Approach,,,,
PRN2016-0251,2016-09-03,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Management Intervention,Black Bear,1,,,,,,,
PRN2016-0255,2016-09-03,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Human Wildlife Interaction,Black Bear,1,,,Curious Approach,Food Conditioned,Human food,None,
RMNP2016-0038,2016-09-03,Riding Mountain Field Unit,Riding Mountain National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Not Located,Collision,,,,,
WL2016-0383,2016-09-03,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Management Intervention,Grizzly Bear,1,Healthy,,,,,,
WL2016-0384,2016-09-03,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Black Bear,2,Healthy,,Presence - Wildlife Exclusion Zones,,,,
WL2016-0385,2016-09-03,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,,,,,
WL2016-0386,2016-09-03,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,,,,,
WL2016-0387,2016-09-03,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Attack,Stress,,Bear Spray,
YNP2016-0126,2016-09-03,"Lake Louise, Yoho and Kootenay Field Unit",Yoho National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,,,,,
BAN2016-1276,2016-09-04,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Black Bear,2,Not Located,,,,,,
BAN2016-1277,2016-09-04,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Black Bear,1,Not Located,,,,,,
